"","funds_lost","funds_returned","scamNetworks","scam_type_grouped"
"659",0,0,"Ethereum","Exit Scam"
"660",0,0,"Binance","Exit Scam"
"661",0,0,"Binance","Exit Scam"
"662",0,0,"Ethereum","Exit Scam"
"663",0,0,"Ethereum","Exit Scam"
"664",0,0,"Ethereum","Exit Scam"
"665",4173646,0,"Binance","Exit Scam"
"666",0,0,"Binance","Exit Scam"
"667",19200000,1.4e+07,"Centralized","Exploit"
"668",71101556,0,"Ethereum","Exploit"
"669",0,0,"Binance","Exit Scam"
"670",0,0,"Binance","Exit Scam"
"671",0,0,"Ethereum","Exit Scam"
"672",0,0,"Ethereum","Exit Scam"
"673",1800000,0,"Binance","Exploit"
"674",15300,0,"Other","Exploit"
"675",2339031,0,"Ethereum","Exit Scam"
"676",0,0,"Binance","Exit Scam"
"677",0,0,"Ethereum","Exit Scam"
"678",0,0,"Binance","Exit Scam"
"679",95392,0,"Polygon","Exploit"
"680",0,0,"Binance","Exit Scam"
"681",84631,0,"Ethereum","Exit Scam"
"682",0,0,"Ethereum","Exit Scam"
"683",0,0,"Binance","Exit Scam"
"684",0,0,"Binance","Exit Scam"
"685",0,0,"Binance","Exit Scam"
"686",0,0,"Ethereum","Exit Scam"
"687",0,0,"Binance","Exit Scam"
"688",0,0,"Ethereum","Exit Scam"
"689",0,0,"Binance","Exit Scam"
"690",0,0,"Binance","Exit Scam"
"691",1.6e+07,0,"Ethereum","Exploit"
"692",46356,0,"Ethereum","Exit Scam"
"693",0,0,"Binance","Exit Scam"
"694",0,0,"Binance","Exit Scam"
"695",0,0,"Binance","Exit Scam"
"696",224000,0,"Other","Exploit"
"697",0,0,"Binance","Exit Scam"
"698",253000,0,"Centralized","Exploit"
"699",0,0,"Binance","Exit Scam"
"700",0,0,"Fantom","Exit Scam"
"701",1e+09,0,"Centralized","Exploit"
"702",0,0,"Binance","Exit Scam"
"703",1.96e+08,0,"Centralized","Exploit"
"704",0,0,"Ethereum","Exploit"
"705",750000,0,"Ethereum","Exploit"
"706",0,0,"Binance","Exit Scam"
"707",0,0,"Binance","Exit Scam"
"708",0,0,"Binance","Exit Scam"
"709",0,0,"Binance","Exit Scam"
"710",0,0,"Binance","Exit Scam"
"711",0,0,"Binance","Exit Scam"
"712",1723632,0,"Ethereum","Exploit"
"713",0,0,"Binance","Exit Scam"
"714",121994,0,"Binance","Exit Scam"
"715",382660,0,"Binance","Exit Scam"
"716",0,0,"Ethereum","Exit Scam"
"717",37500000,3700000,"Ethereum","Exploit"
"718",0,0,"Binance","Exploit"
"719",0,0,"Binance","Exit Scam"
"720",0,0,"Ethereum","Exit Scam"
"721",1237622,0,"Solana","Exit Scam"
"722",0,0,"Ethereum","Exit Scam"
"723",4400000,0,"Binance","Exploit"
"724",47600000,0,"Binance, Polygon","Exploit"
"725",0,0,"Binance","Exit Scam"
"726",414013,414013,"Ethereum, Polygon","Exploit"
"727",0,0,"Binance","Exit Scam"
"728",0,0,"Binance","Exit Scam"
"729",0,0,"Binance","Exit Scam"
"730",142000,0,"Binance","Exit Scam"
"731",614298,0,"Centralized","Exploit"
"732",255675,0,"Binance","Exit Scam"
"733",0,0,"Ethereum","Exit Scam"
"734",120000,0,"Binance","Exit Scam"
"735",3574635,0,"Solana","Exploit"
"736",0,0,"Ethereum","Exit Scam"
"737",0,0,"Binance","Exit Scam"
"738",50646,0,"Binance","Exploit"
"739",0,0,"Binance","Exit Scam"
"740",0,0,"Binance","Exit Scam"
"741",0,0,"Binance","Exit Scam"
"742",250000,0,"Other","Exploit"
"743",0,0,"Binance","Exit Scam"
"744",0,0,"Binance","Exit Scam"
"745",2457,0,"Ethereum","Exit Scam"
"746",0,0,"Ethereum","Exit Scam"
"747",0,0,"Binance","Exit Scam"
"748",0,0,"Binance","Exit Scam"
"749",0,0,"Ethereum","Exit Scam"
"750",0,0,"Ethereum","Exit Scam"
"751",0,0,"Binance","Exit Scam"
"752",0,0,"Binance","Exit Scam"
"753",0,0,"Binance","Exit Scam"
"754",0,0,"Binance","Exit Scam"
"755",0,0,"Binance","Exit Scam"
"756",0,0,"Binance","Exit Scam"
"757",0,0,"Binance","Exit Scam"
"758",0,0,"Binance","Exit Scam"
"759",426,0,"Ethereum","Exit Scam"
"760",279608,0,"Ethereum","Exploit"
"761",41112,0,"Binance","Exit Scam"
"762",1e+06,0,"Polygon","Exploit"
"763",0,0,"Ethereum","Exploit"
"764",0,0,"Polygon","Exit Scam"
"765",0,0,"Binance","Exit Scam"
"766",0,0,"Ethereum","Exit Scam"
"767",0,0,"Binance","Exit Scam"
"768",0,0,"Binance","Exit Scam"
"769",0,0,"Binance","Exit Scam"
"770",0,0,"Ethereum","Exit Scam"
"771",0,0,"Binance","Exit Scam"
"772",0,0,"Ethereum","Exit Scam"
"773",135229,0,"Ethereum","Exploit"
"774",0,0,"Ethereum","Exit Scam"
"775",12000,0,"Centralized","Exploit"
"776",4357,0,"Ethereum","Exit Scam"
"777",0,0,"Binance","Exit Scam"
"778",14400,0,"Ethereum","Exit Scam"
"779",0,0,"Ethereum","Exit Scam"
"780",11700000,0,"Centralized","Exploit"
"781",130000,0,"Binance","Exploit"
"782",0,0,"Binance","Exit Scam"
"783",0,0,"Fantom","Exit Scam"
"784",148132,0,"Binance","Exit Scam"
"785",0,0,"Binance","Exit Scam"
"786",0,0,"Ethereum","Exit Scam"
"787",0,0,"Ethereum","Exit Scam"
"788",0,0,"Binance","Exit Scam"
"789",40264,0,"Avax","Exit Scam"
"790",0,0,"Binance","Exit Scam"
"791",0,0,"Binance","Exit Scam"
"792",0,0,"Ethereum","Exit Scam"
"793",0,0,"Binance","Exit Scam"
"794",957166,957166,"Ethereum","Exploit"
"795",0,0,"Ethereum","Exit Scam"
"796",0,0,"Ethereum","Exit Scam"
"797",244938,0,"Binance","Exploit"
"798",0,0,"Binance","Exit Scam"
"799",0,0,"Binance","Exit Scam"
"800",128832,0,"Cronos","Exit Scam"
"801",0,0,"Binance","Exit Scam"
"802",6e+05,0,"Centralized","Exploit"
"803",0,0,"Binance","Exit Scam"
"804",0,0,"Binance","Exit Scam"
"805",0,0,"Polygon","Exit Scam"
"806",70755,0,"Binance","Exit Scam"
"807",1500000,0,"Fantom","Exit Scam"
"808",24424,0,"Binance","Exit Scam"
"809",0,0,"Binance","Exit Scam"
"810",0,0,"Ethereum","Exit Scam"
"811",0,0,"Ethereum","Exit Scam"
"812",0,0,"Polygon","Exit Scam"
"813",0,0,"Binance","Exit Scam"
"814",0,0,"Binance","Exit Scam"
"815",50800,0,"Centralized","Exploit"
"816",0,0,"Binance","Exit Scam"
"817",68300,0,"Centralized","Exploit"
"818",0,0,"Binance","Exit Scam"
"819",0,0,"Binance","Exit Scam"
"820",0,0,"Binance","Exit Scam"
"821",0,0,"Binance","Exit Scam"
"822",63188,0,"Binance","Exit Scam"
"823",0,0,"Ethereum","Exit Scam"
"824",0,0,"Polygon","Exit Scam"
"825",0,0,"Binance","Exit Scam"
"826",0,0,"Binance","Exit Scam"
"827",0,0,"Binance","Exit Scam"
"828",43269,0,"Polygon","Exploit"
"829",0,0,"Ethereum","Exit Scam"
"830",0,0,"Ethereum","Exit Scam"
"831",0,0,"Binance","Exit Scam"
"832",0,0,"Binance","Exit Scam"
"833",0,0,"Binance","Exit Scam"
"834",77328,0,"Ethereum","Exit Scam"
"835",0,0,"Binance","Exit Scam"
"836",4767945,0,"Ethereum","Exploit"
"837",0,0,"Polygon","Exit Scam"
"838",65000,0,"Ethereum","Exit Scam"
"839",0,0,"Binance","Exit Scam"
"840",0,0,"Binance","Exit Scam"
"841",8782446,7356932,"Solana","Exploit"
"842",0,0,"Binance","Exit Scam"
"843",0,0,"Binance","Exit Scam"
"844",0,0,"Binance","Exit Scam"
"845",0,0,"Binance","Exploit"
"846",1e+05,0,"Centralized","Exploit"
"847",20685,0,"Ethereum","Exit Scam"
"848",0,0,"Binance","Exit Scam"
"849",760,0,"Ethereum","Exit Scam"
"850",0,0,"Ethereum","Exit Scam"
"851",0,0,"Ethereum","Exit Scam"
"852",0,0,"Ethereum","Exit Scam"
"853",109878,0,"Ethereum","Exit Scam"
"854",762,0,"Ethereum","Exit Scam"
"855",0,0,"Binance","Exit Scam"
"856",0,0,"Binance","Exit Scam"
"857",0,0,"Binance","Exit Scam"
"858",0,0,"Binance","Exploit"
"859",0,0,"Binance","Exit Scam"
"860",0,0,"Ethereum","Exit Scam"
"861",0,0,"Ethereum","Exit Scam"
"862",0,0,"Binance","Exit Scam"
"863",0,0,"Ethereum","Exit Scam"
"864",0,0,"Ethereum","Exit Scam"
"865",9400000,3200000,"Ethereum","Exploit"
"866",4400000,0,"Ethereum","Exploit"
"867",511144,0,"Polygon","Exploit"
"868",0,0,"Binance","Exit Scam"
"869",7907718,0,"Ethereum","Exploit"
"870",0,0,"Binance","Exit Scam"
"871",0,0,"Binance","Exit Scam"
"872",2600000,0,"Ethereum","Exploit"
"873",0,0,"Ethereum","Exit Scam"
"874",8e+06,0,"Ethereum","Exploit"
"875",0,0,"Binance","Exit Scam"
"876",0,0,"Binance","Exit Scam"
"877",1e+07,0,"Other","Exploit"
"878",9300,0,"Centralized","Exploit"
"879",0,0,"Ethereum","Exit Scam"
"880",0,0,"Binance","Exit Scam"
"881",0,0,"Ethereum","Exit Scam"
"882",0,0,"Binance","Exit Scam"
"883",0,0,"Binance","Exit Scam"
"884",0,0,"Binance","Exit Scam"
"885",29780,0,"Binance","Exit Scam"
"886",7200000,0,"Binance","Exploit"
"887",0,0,"Binance","Exit Scam"
"888",0,0,"Ethereum","Exit Scam"
"889",0,0,"Ethereum","Exit Scam"
"890",0,0,"Binance","Exit Scam"
"891",0,0,"Ethereum","Exit Scam"
"892",0,0,"KuCoin","Exit Scam"
"893",0,0,"Binance","Exit Scam"
"894",0,0,"Binance","Exit Scam"
"895",0,0,"Ethereum","Exit Scam"
"896",0,0,"Ethereum","Exit Scam"
"897",0,0,"Ethereum","Exit Scam"
"898",481800,398657,"Heco","Exit Scam"
"899",2500000,0,"EOS","Exit Scam"
"900",0,0,"Binance","Exit Scam"
"901",0,0,"Binance","Exit Scam"
"902",0,0,"Ethereum","Exit Scam"
"903",0,0,"Binance","Exit Scam"
"904",0,0,"Polygon","Exit Scam"
"905",898,0,"Ethereum","Exit Scam"
"906",0,0,"Binance","Exit Scam"
"907",0,0,"Binance","Exit Scam"
"908",540000,0,"Binance","Exploit"
"909",0,0,"Binance","Exit Scam"
"910",46493,0,"Ethereum","Exploit"
"911",0,0,"Ethereum","Exit Scam"
"912",0,0,"Ethereum","Exit Scam"
"913",0,0,"Ethereum","Exit Scam"
"914",2.4e+07,0,"Ethereum","Exploit"
"915",0,0,"Binance","Exit Scam"
"916",0,0,"Binance","Exit Scam"
"917",36441,0,"Binance","Exit Scam"
"918",0,0,"Binance","Exit Scam"
"919",0,0,"Binance","Exit Scam"
"920",0,0,"Binance","Exit Scam"
"921",183151,0,"Binance","Exit Scam"
"922",0,0,"Binance","Exit Scam"
"923",22200000,0,"Binance","Exploit"
"924",1400000,0,"Centralized","Exit Scam"
"925",5.9e+07,0,"Centralized","Exploit"
"926",20500000,0,"Ethereum","Exploit"
"927",0,0,"Binance","Exit Scam"
"928",0,0,"Binance","Exit Scam"
"929",0,0,"Ethereum","Exit Scam"
"930",0,0,"Ethereum","Exit Scam"
"931",0,0,"Polygon","Exit Scam"
"932",0,0,"Binance","Exit Scam"
"933",1e+06,1e+06,"Centralized","Exploit"
"934",0,0,"Binance","Exit Scam"
"935",0,0,"Binance","Exit Scam"
"936",0,0,"Binance","Exit Scam"
"937",0,0,"Binance","Exit Scam"
"938",0,0,"Ethereum","Exit Scam"
"939",0,0,"Binance","Exit Scam"
"940",53761,0,"Binance","Exit Scam"
"941",0,0,"Ethereum","Exit Scam"
"942",1735747,0,"Binance","Exploit"
"943",0,0,"Binance","Exit Scam"
"944",0,0,"Binance","Exit Scam"
"945",0,0,"Binance","Exit Scam"
"946",0,0,"Binance","Exit Scam"
"947",255780,0,"Binance","Exploit"
"948",0,0,"Ethereum","Exit Scam"
"949",0,0,"Polygon","Exit Scam"
"950",0,0,"Binance","Exit Scam"
"951",0,0,"Ethereum","Exit Scam"
"952",0,0,"Binance","Exit Scam"
"953",2500000,2500000,"Ethereum","Exploit"
"954",0,0,"Ethereum","Exit Scam"
"955",0,0,"Binance","Exit Scam"
"956",271800,0,"Ethereum","Exploit"
"957",5e+07,0,"Ethereum","Exploit"
"958",28900000,19140000,"Ethereum, Binance","Exploit"
"959",0,0,"Ethereum","Exit Scam"
"960",0,0,"Polygon","Exit Scam"
"961",0,0,"Binance","Exit Scam"
"962",0,0,"Ethereum","Exploit"
"963",0,0,"Ethereum","Exit Scam"
"964",1100000,0,"Binance","Exploit"
"965",0,0,"Binance","Exit Scam"
"966",0,0,"Binance","Exit Scam"
"967",0,0,"Ethereum","Exit Scam"
"968",0,0,"Binance","Exit Scam"
"969",2976004,0,"Ethereum, Binance","Exploit"
"970",307098,0,"Ethereum","Exit Scam"
"971",127000,0,"Binance","Exploit"
"972",0,0,"Ethereum","Exit Scam"
"973",0,0,"Binance","Exit Scam"
"974",0,0,"Ethereum","Exit Scam"
"975",0,0,"Ethereum","Exploit"
"976",1.13e+08,1.13e+08,"Elrond","Exploit"
"977",0,0,"Ethereum","Exit Scam"
"978",0,0,"Ethereum","Exit Scam"
"979",0,0,"Binance","Exit Scam"
"980",0,0,"Ethereum","Exit Scam"
"981",0,0,"Binance","Exit Scam"
"982",37645,0,"Binance","Exit Scam"
"983",0,0,"Binance","Exit Scam"
"984",31410,0,"Binance","Exploit"
"985",5e+05,0,"Ethereum","Exploit"
"986",0,0,"Ethereum","Exit Scam"
"987",0,0,"Binance","Exit Scam"
"988",0,0,"Binance","Exit Scam"
"989",0,0,"Ethereum","Exit Scam"
"990",202000,0,"Ethereum","Exit Scam"
"991",5389203,750000,"Ethereum","Exploit"
"992",54559,0,"Binance","Exit Scam"
"993",0,0,"Binance","Exit Scam"
"994",17900000,0,"Fantom","Exploit"
"995",0,0,"Binance","Exit Scam"
"996",0,0,"Binance","Exit Scam"
"997",0,0,"Ethereum","Exit Scam"
"998",90302,0,"Binance","Exit Scam"
"999",0,0,"Binance","Exit Scam"
"1000",0,0,"Binance","Exit Scam"
"1001",0,0,"Binance","Exit Scam"
"1002",32814,0,"Binance","Exit Scam"
"1003",0,0,"Binance","Exit Scam"
"1004",0,0,"Ethereum","Exit Scam"
"1005",0,0,"Binance","Exit Scam"
"1006",0,0,"Binance","Exit Scam"
"1007",0,0,"Binance","Exit Scam"
"1008",0,0,"Binance","Exit Scam"
"1009",0,0,"Ethereum","Exit Scam"
"1010",214122,0,"Binance","Exit Scam"
"1011",0,0,"Binance","Exit Scam"
"1012",0,0,"Polygon","Exit Scam"
"1013",0,0,"Ethereum","Exit Scam"
"1014",0,0,"Ethereum","Exit Scam"
"1015",0,0,"Binance","Exit Scam"
"1016",0,0,"Binance","Exit Scam"
"1017",0,0,"Ethereum","Exit Scam"
"1018",0,0,"Ethereum","Exit Scam"
"1019",3.87e+08,0,"Centralized","Exit Scam"
"1020",0,0,"Ethereum","Exit Scam"
"1021",0,0,"Binance","Exit Scam"
"1022",0,0,"Binance","Exit Scam"
"1023",7.66e+08,0,"Centralized","Exploit"
"1024",0,0,"Ethereum","Exit Scam"
"1025",0,0,"Binance","Exit Scam"
"1026",0,0,"Ethereum","Exploit"
"1027",112187,0,"Binance","Exploit"
"1028",0,0,"Binance","Exit Scam"
"1029",0,0,"Binance","Exit Scam"
"1030",0,0,"Polygon","Exit Scam"
"1031",0,0,"Binance","Exit Scam"
"1032",548,0,"Binance","Exit Scam"
"1033",0,0,"Binance","Exit Scam"
"1034",0,0,"Binance","Exploit"
"1035",0,0,"Ethereum","Exit Scam"
"1036",0,0,"Ethereum","Exit Scam"
"1037",0,0,"Ethereum","Exit Scam"
"1038",0,0,"Binance","Exit Scam"
"1039",0,0,"Binance","Exit Scam"
"1040",4.5e+07,1e+05,"Binance","Exploit"
"1041",180000,0,"Binance","Exit Scam"
"1042",0,0,"Binance","Exit Scam"
"1043",0,0,"Binance","Exit Scam"
"1044",0,0,"Binance","Exit Scam"
"1045",0,0,"Binance","Exit Scam"
"1046",0,0,"Binance","Exit Scam"
"1047",0,0,"Ethereum","Exit Scam"
"1048",0,0,"Ethereum","Exit Scam"
"1049",333825,0,"Binance","Exploit"
"1050",0,0,"Binance","Exit Scam"
"1051",1.4e+07,0,"Ethereum","Exploit"
"1052",0,0,"Binance","Exit Scam"
"1053",0,0,"Ethereum","Exit Scam"
"1054",0,0,"Binance","Exit Scam"
"1055",0,0,"Binance","Exit Scam"
"1056",187400,0,"Binance","Exit Scam"
"1057",0,0,"Ethereum","Exit Scam"
"1058",7800000,5800000,"Ethereum","Exploit"
"1059",0,0,"Binance","Exit Scam"
"1060",0,0,"Binance","Exit Scam"
"1061",0,0,"Binance","Exit Scam"
"1062",202000,0,"Centralized","Exploit"
"1063",0,0,"Binance","Exit Scam"
"1064",0,0,"Binance","Exit Scam"
"1065",18577305,0,"Ethereum, Centralized","Exploit"
"1066",26153,0,"Binance","Exploit"
"1067",892,0,"Ethereum","Exit Scam"
"1068",0,0,"Binance","Exit Scam"
"1069",0,0,"Binance","Exit Scam"
"1070",0,0,"Binance","Exit Scam"
"1071",0,0,"Binance","Exit Scam"
"1072",0,0,"Ethereum","Exit Scam"
"1073",1177347,0,"Binance","Exit Scam"
"1074",0,0,"Binance","Exit Scam"
"1075",0,0,"Binance","Exit Scam"
"1076",0,0,"Binance","Exit Scam"
"1077",0,0,"Ethereum","Exit Scam"
"1078",0,0,"Binance","Exit Scam"
"1079",0,0,"Binance","Exit Scam"
"1080",6450,0,"Centralized","Exit Scam"
"1081",0,0,"Binance","Exit Scam"
"1082",0,0,"Binance","Exit Scam"
"1083",0,0,"Polygon","Exit Scam"
"1084",0,0,"Binance","Exit Scam"
"1085",0,0,"Binance","Exit Scam"
"1086",0,0,"Binance","Exit Scam"
"1087",0,0,"Binance","Exit Scam"
"1088",85604,0,"Binance","Exploit"
"1089",0,0,"Ethereum","Exit Scam"
"1090",0,0,"Binance","Exit Scam"
"1091",0,0,"Binance","Exit Scam"
"1092",664910,0,"Binance","Exit Scam"
"1093",0,0,"Ethereum","Exit Scam"
"1094",0,0,"Binance","Exit Scam"
"1095",0,0,"Binance","Exit Scam"
"1096",0,0,"Binance","Exit Scam"
"1097",0,0,"Binance","Exit Scam"
"1098",0,0,"Binance","Exit Scam"
"1099",0,0,"Binance","Exit Scam"
"1100",0,0,"Binance","Exit Scam"
"1101",2622097,0,"Fantom","Exploit"
"1102",0,0,"Binance","Exit Scam"
"1103",0,0,"Binance","Exit Scam"
"1104",0,0,"Binance","Exit Scam"
"1105",3e+05,0,"Elastos","Exploit"
"1106",0,0,"Binance","Exit Scam"
"1107",0,0,"Binance","Exit Scam"
"1108",0,0,"Binance","Exit Scam"
"1109",0,0,"Ethereum","Exit Scam"
"1110",0,0,"Binance","Exit Scam"
"1111",0,0,"Binance","Exit Scam"
"1112",6500000,0,"Ethereum","Exploit"
"1113",0,0,"Ethereum","Exit Scam"
"1114",0,0,"Avax","Exit Scam"
"1115",0,0,"Binance","Exit Scam"
"1116",0,0,"Binance","Exit Scam"
"1117",0,0,"Binance","Exit Scam"
"1118",8.9e+07,0,"Ethereum","Exploit"
"1119",0,0,"Binance","Exit Scam"
"1120",0,0,"Binance","Exit Scam"
"1121",160441,0,"Binance","Exploit"
"1122",0,0,"Binance","Exit Scam"
"1123",0,0,"Binance","Exit Scam"
"1124",0,0,"Binance","Exit Scam"
"1125",0,0,"Binance","Exit Scam"
"1126",0,0,"Ethereum","Exit Scam"
"1127",0,0,"Binance","Exit Scam"
"1128",0,0,"Binance","Exit Scam"
"1129",0,0,"Binance","Exit Scam"
"1130",426892,0,"Binance","Exit Scam"
"1131",42000,0,"Ethereum","Exploit"
"1132",0,0,"Binance","Exit Scam"
"1133",0,0,"Ethereum","Exit Scam"
"1134",0,0,"Binance","Exit Scam"
"1135",0,0,"Binance","Exit Scam"
"1136",0,0,"Ethereum","Exit Scam"
"1137",120000,0,"Centralized","Exploit"
"1138",0,0,"Ethereum","Exit Scam"
"1139",0,0,"Binance","Exit Scam"
"1140",0,0,"Ethereum","Exit Scam"
"1141",1.1e+07,0,"Ethereum","Exploit"
"1142",0,0,"Ethereum","Exit Scam"
"1143",0,0,"Binance","Exit Scam"
"1144",0,0,"Ethereum","Exit Scam"
"1145",0,0,"Ethereum","Exit Scam"
"1146",0,0,"Arbitrum","Exploit"
"1147",0,0,"Binance","Exit Scam"
"1148",0,0,"Ethereum","Exit Scam"
"1149",2017053,0,"Polygon","Exit Scam"
"1150",0,0,"Binance","Exit Scam"
"1151",0,0,"Ethereum","Exit Scam"
"1152",1e+06,0,"Centralized","Exit Scam"
"1153",0,0,"Polygon","Exit Scam"
"1154",0,0,"Binance","Exit Scam"
"1155",0,0,"Binance","Exit Scam"
"1156",0,0,"Ethereum","Exit Scam"
"1157",0,0,"Binance","Exit Scam"
"1158",0,0,"Binance","Exit Scam"
"1159",0,0,"Binance","Exit Scam"
"1160",9507,0,"Ethereum","Exit Scam"
"1161",0,0,"Ethereum","Exit Scam"
"1162",16957,0,"Ethereum","Exit Scam"
"1163",0,0,"Binance","Exit Scam"
"1164",0,0,"Polygon","Exit Scam"
"1165",0,0,"Binance","Exit Scam"
"1166",0,0,"Ethereum","Exit Scam"
"1167",0,0,"Binance","Exit Scam"
"1168",0,0,"Binance","Exit Scam"
"1169",0,0,"Ethereum","Exit Scam"
"1170",14346,0,"Ethereum","Exit Scam"
"1171",0,0,"Binance","Exit Scam"
"1172",0,0,"Binance","Exit Scam"
"1173",0,0,"Binance","Exit Scam"
"1174",90000,0,"Binance","Exit Scam"
"1175",0,0,"Binance","Exit Scam"
"1176",0,0,"Binance","Exit Scam"
"1177",7200,0,"Polygon","Exploit"
"1178",0,0,"Ethereum","Exit Scam"
"1179",0,0,"Binance","Exit Scam"
"1180",0,0,"Binance","Exit Scam"
"1181",0,0,"Ethereum","Exit Scam"
"1182",0,0,"Binance","Exit Scam"
"1183",0,0,"Ethereum","Exit Scam"
"1184",7e+05,0,"Ethereum, Binance","Exploit"
"1185",0,0,"Binance","Exit Scam"
"1186",0,0,"Binance","Exit Scam"
"1187",0,0,"Binance","Exit Scam"
"1188",0,0,"Ethereum","Exit Scam"
"1189",11825,0,"Binance","Exit Scam"
"1190",15113001,8e+06,"Ethereum","Exploit"
"1191",0,0,"Binance","Exit Scam"
"1192",0,0,"Binance","Exit Scam"
"1193",0,0,"Binance","Exit Scam"
"1194",0,0,"Binance","Exit Scam"
"1195",310654,0,"Binance","Exit Scam"
"1196",0,0,"Binance","Exit Scam"
"1197",0,0,"Polygon","Exit Scam"
"1198",0,0,"Ethereum","Exit Scam"
"1199",0,0,"Binance","Exit Scam"
"1200",0,0,"Binance","Exit Scam"
"1201",38798,0,"Ethereum","Exit Scam"
"1202",0,0,"Binance","Exit Scam"
"1203",0,0,"Binance","Exit Scam"
"1204",236334,0,"Ethereum","Exploit"
"1205",652941,0,"Binance","Exploit"
"1206",0,0,"Binance","Exit Scam"
"1207",0,0,"Binance","Exit Scam"
"1208",0,0,"Ethereum","Exit Scam"
"1209",0,0,"Binance","Exit Scam"
"1210",0,0,"Binance","Exit Scam"
"1211",0,0,"Polygon","Exit Scam"
"1212",21049,0,"Ethereum","Exit Scam"
"1213",0,0,"Binance","Exit Scam"
"1214",182745,0,"Ethereum","Exit Scam"
"1215",0,0,"Binance","Exit Scam"
"1216",0,0,"Binance","Exit Scam"
"1217",0,0,"Binance","Exit Scam"
"1218",2e+06,0,"Binance","Exploit"
"1219",0,0,"Binance","Exit Scam"
"1220",0,0,"Binance","Exit Scam"
"1221",0,0,"Binance","Exit Scam"
"1222",0,0,"Binance","Exit Scam"
"1223",2501,0,"Ethereum","Exit Scam"
"1224",5e+05,0,"Ethereum","Exploit"
"1225",0,0,"Binance","Exit Scam"
"1226",0,0,"Binance","Exit Scam"
"1227",0,0,"Binance","Exit Scam"
"1228",0,0,"Binance","Exit Scam"
"1229",12524,0,"Binance","Exit Scam"
"1230",0,0,"Binance","Exit Scam"
"1231",2248328,0,"Ethereum","Exploit"
"1232",0,0,"Ethereum","Exit Scam"
"1233",0,0,"Binance","Exit Scam"
"1234",0,0,"Binance","Exit Scam"
"1235",316800,0,"Ethereum, Binance, Heco","Exploit"
"1236",0,0,"Ethereum","Exit Scam"
"1237",0,0,"Binance","Exit Scam"
"1238",47765,47765,"Ethereum","Exploit"
"1239",1.5e+07,0,"Other","Exploit"
"1240",0,0,"Ethereum","Exit Scam"
"1241",0,0,"Binance","Exit Scam"
"1242",770000,450251,"Binance","Exploit"
"1243",25500,0,"Binance","Exit Scam"
"1244",23531,0,"Ethereum","Exit Scam"
"1245",0,0,"Ethereum","Exit Scam"
"1246",0,0,"Ethereum","Exploit"
"1247",0,0,"Binance","Exit Scam"
"1248",0,0,"Ethereum","Exit Scam"
"1249",0,0,"Binance","Exit Scam"
"1250",626595,0,"Ethereum","Exit Scam"
"1251",0,0,"Binance","Exit Scam"
"1252",6105,0,"Ethereum","Exit Scam"
"1253",4500000,0,"Ethereum","Exploit"
"1254",93746,0,"Binance","Exit Scam"
"1255",0,0,"Polygon","Exit Scam"
"1256",0,0,"Ethereum","Exit Scam"
"1257",1e+08,0,"Ethereum","Exploit"
"1258",6.5e+07,6.5e+07,"Centralized","Exploit"
"1259",0,0,"Binance","Exit Scam"
"1260",6593,0,"Ethereum","Exit Scam"
"1261",1500000,0,"Ethereum, Binance","Exploit"
"1262",0,0,"Ethereum","Exit Scam"
"1263",0,0,"Ethereum","Exit Scam"
"1264",0,0,"Binance","Exit Scam"
"1265",0,0,"Ethereum","Exit Scam"
"1266",1336,0,"Ethereum","Exit Scam"
"1267",0,0,"Binance","Exit Scam"
"1268",0,0,"Binance","Exit Scam"
"1269",0,0,"Binance","Exit Scam"
"1270",0,0,"Binance","Exit Scam"
"1271",0,0,"Binance","Exit Scam"
"1272",759046,0,"Binance","Exploit"
"1273",0,0,"Binance","Exit Scam"
"1274",0,0,"Binance","Exit Scam"
"1275",1103568,0,"Ethereum","Exploit"
"1276",0,0,"Binance","Exit Scam"
"1277",0,0,"Ethereum","Exploit"
"1278",0,0,"Ethereum","Exit Scam"
"1279",0,0,"Binance","Exit Scam"
"1280",120083,0,"Binance","Exit Scam"
"1281",0,0,"Binance","Exit Scam"
"1282",0,0,"Binance","Exit Scam"
"1283",0,0,"Binance","Exit Scam"
"1284",0,0,"Ethereum","Exit Scam"
"1285",8e+05,762003,"Binance","Exploit"
"1286",396,0,"Binance","Exit Scam"
"1287",0,0,"Binance","Exit Scam"
"1288",0,0,"Binance","Exit Scam"
"1289",0,0,"Binance","Exit Scam"
"1290",1.46e+08,0,"Centralized","Exploit"
"1291",258050,0,"Binance","Exit Scam"
"1292",1289,0,"Ethereum","Exit Scam"
"1293",0,0,"Ethereum","Exit Scam"
"1294",0,0,"Binance","Exit Scam"
"1295",0,0,"Binance","Exit Scam"
"1296",0,0,"Ethereum","Exit Scam"
"1297",97147,0,"Ethereum","Exit Scam"
"1298",2512,0,"Ethereum","Exit Scam"
"1299",6.2e+07,0,"Centralized","Exit Scam"
"1300",8750000,0,"Centralized","Exploit"
"1301",0,0,"Polygon","Exit Scam"
"1302",0,0,"Binance","Exit Scam"
"1303",0,0,"Ethereum","Exit Scam"
"1304",0,0,"Ethereum","Exit Scam"
"1305",0,0,"Binance","Exit Scam"
"1306",1e+05,0,"Ethereum, Binance","Exploit"
"1307",0,0,"Binance","Exit Scam"
"1308",0,0,"Binance","Exit Scam"
