"","funds_lost","funds_returned","scamNetworks","scam_type_grouped"
"1945",0,0,"Ethereum","Exit Scam"
"1946",0,0,"Binance","Exit Scam"
"1947",0,0,"Binance","Exit Scam"
"1948",0,0,"Centralized","Exploit"
"1949",1.47e+08,0,"Centralized","Exit Scam"
"1950",0,0,"Binance","Exit Scam"
"1951",0,0,"Binance","Exit Scam"
"1952",0,0,"Binance","Exit Scam"
"1953",0,0,"Binance","Exit Scam"
"1954",0,0,"Ethereum","Exit Scam"
"1955",1.1e+07,0,"Binance","Exploit"
"1956",1250372,0,"Binance","Exploit"
"1957",4e+06,0,"Centralized","Exit Scam"
"1958",0,0,"Binance","Exit Scam"
"1959",0,0,"Binance","Exit Scam"
"1960",30120,0,"Ethereum","Exit Scam"
"1961",3200000,0,"Avax","Exploit"
"1962",0,0,"Binance","Exit Scam"
"1963",0,0,"Binance","Exit Scam"
"1964",0,0,"Binance","Exit Scam"
"1965",19700000,0,"Ethereum","Exploit"
"1966",0,0,"Binance","Exit Scam"
"1967",0,0,"Binance","Exit Scam"
"1968",0,0,"Binance","Exit Scam"
"1969",36743,0,"Ethereum","Exploit"
"1970",106315,0,"Ethereum","Exit Scam"
"1971",29887,0,"Ethereum","Exit Scam"
"1972",0,0,"Ethereum","Exit Scam"
"1973",0,0,"Binance","Exit Scam"
"1974",0,0,"Ethereum","Exit Scam"
"1975",0,0,"Binance","Exit Scam"
"1976",0,0,"Binance","Exit Scam"
"1977",1500000,0,"Centralized","Exploit"
"1978",1.6e+08,0,"Centralized","Exit Scam"
"1979",0,0,"Binance","Exit Scam"
"1980",4500000,4200000,"Binance","Exploit"
"1981",0,0,"Binance","Exit Scam"
"1982",0,0,"Binance","Exit Scam"
"1983",301754,0,"Binance","Exit Scam"
"1984",60785,0,"Binance","Exit Scam"
"1985",541755,0,"Ethereum","Exit Scam"
"1986",0,0,"Ethereum","Exit Scam"
"1987",0,0,"Ethereum","Exit Scam"
"1988",0,0,"Ethereum","Exit Scam"
"1989",2845,0,"Ethereum","Exit Scam"
"1990",0,0,"Binance","Exit Scam"
"1991",0,0,"Binance","Exit Scam"
"1992",0,0,"Binance","Exit Scam"
"1993",47315,0,"Binance","Exit Scam"
"1994",0,0,"Binance","Exit Scam"
"1995",65806,0,"Ethereum","Exit Scam"
"1996",0,0,"Binance","Exit Scam"
"1997",0,0,"Binance","Exit Scam"
"1998",9555,0,"Ethereum","Exit Scam"
"1999",0,0,"Ethereum","Exit Scam"
"2000",0,0,"Binance","Exit Scam"
"2001",0,0,"Binance","Exit Scam"
"2002",89530887,0,"Binance","Exploit"
"2003",0,0,"Ethereum","Exit Scam"
"2004",3262,0,"Ethereum","Exit Scam"
"2005",0,0,"Ethereum","Exit Scam"
"2006",0,0,"Binance","Exit Scam"
"2007",0,0,"Binance","Exit Scam"
"2008",0,0,"Binance","Exit Scam"
"2009",416125,0,"Gnosis, Polygon","Exploit"
"2010",115549,0,"Binance","Exit Scam"
"2011",0,0,"Ethereum","Exploit"
"2012",0,0,"Binance","Exit Scam"
"2013",34358003,34358003,"Centralized","Exploit"
"2014",0,0,"Binance","Exit Scam"
"2015",2e+05,0,"Binance","Exploit"
"2016",0,0,"Binance","Exploit"
"2017",0,0,"Binance","Exit Scam"
"2018",0,0,"Binance","Exit Scam"
"2019",0,0,"Binance","Exit Scam"
"2020",0,0,"Ethereum","Exit Scam"
"2021",0,0,"Binance","Exit Scam"
"2022",7823,0,"Ethereum","Exit Scam"
"2023",0,0,"Binance","Exit Scam"
"2024",0,0,"Binance","Exit Scam"
"2025",0,0,"Binance","Exit Scam"
"2026",0,0,"Ethereum","Exit Scam"
"2027",28710,0,"Binance","Exit Scam"
"2028",56292,0,"Binance","Exit Scam"
"2029",0,0,"Ethereum","Exit Scam"
"2030",0,0,"Binance","Exit Scam"
"2031",0,0,"Binance","Exit Scam"
"2032",0,0,"Ethereum","Exit Scam"
"2033",31797,0,"Ethereum","Exit Scam"
"2034",0,0,"Ethereum","Exit Scam"
"2035",0,0,"Binance","Exit Scam"
"2036",0,0,"Binance","Exit Scam"
"2037",0,0,"Binance","Exit Scam"
"2038",0,0,"Binance","Exit Scam"
"2039",3.6e+09,0,"Centralized","Exit Scam"
"2040",0,0,"KuCoin","Exit Scam"
"2041",0,0,"Binance","Exit Scam"
"2042",0,0,"Ethereum","Exit Scam"
"2043",0,0,"Binance","Exit Scam"
"2044",0,0,"Ethereum","Exit Scam"
"2045",509000,0,"Binance","Exit Scam"
"2046",0,0,"Binance","Exit Scam"
"2047",0,0,"Binance","Exit Scam"
"2048",0,0,"Binance","Exit Scam"
"2049",0,0,"Binance","Exit Scam"
"2050",0,0,"Binance","Exit Scam"
"2051",378721,0,"Ethereum","Exit Scam"
"2052",0,0,"Binance","Exit Scam"
"2053",1040000,0,"Centralized","Exploit"
"2054",0,0,"Ethereum","Exit Scam"
"2055",169000,0,"Centralized","Exploit"
"2056",0,0,"Binance","Exit Scam"
"2057",0,0,"Binance","Exit Scam"
"2058",0,0,"Binance","Exit Scam"
"2059",2395931,2395931,"Polygon","Exploit"
"2060",135000,83215,"Centralized","Exploit"
"2061",0,0,"Binance","Exit Scam"
"2062",355880,0,"Ethereum","Exploit"
"2063",0,0,"Binance","Exit Scam"
"2064",0,0,"Binance","Exit Scam"
"2065",0,0,"Binance","Exit Scam"
"2066",0,0,"Ethereum","Exit Scam"
"2067",0,0,"Binance","Exit Scam"
"2068",0,0,"Binance","Exit Scam"
"2069",0,0,"Binance","Exit Scam"
"2070",0,0,"Binance","Exit Scam"
"2071",0,0,"Binance","Exit Scam"
"2072",0,0,"Ethereum","Exit Scam"
"2073",0,0,"Binance","Exit Scam"
"2074",0,0,"Binance","Exit Scam"
"2075",0,0,"Binance","Exit Scam"
"2076",0,0,"Binance","Exit Scam"
"2077",89747,0,"Binance","Exit Scam"
"2078",0,0,"Binance","Exit Scam"
"2079",372441,0,"Binance","Exploit"
"2080",0,0,"Binance","Exit Scam"
"2081",9890000,0,"Centralized","Exploit"
"2082",0,0,"Ethereum","Exit Scam"
"2083",0,0,"Binance","Exit Scam"
"2084",28247,0,"Avax","Exit Scam"
"2085",0,0,"Binance","Exit Scam"
"2086",0,0,"Ethereum","Exit Scam"
"2087",0,0,"Binance","Exit Scam"
"2088",0,0,"Ethereum","Exit Scam"
"2089",0,0,"Ethereum","Exit Scam"
"2090",0,0,"Binance","Exit Scam"
"2091",216694,0,"Ethereum","Exit Scam"
"2092",0,0,"Binance","Exit Scam"
"2093",0,0,"Binance","Exit Scam"
"2094",197818,0,"Ethereum","Exit Scam"
"2095",11874,0,"Ethereum","Exit Scam"
"2096",0,0,"Ethereum","Exit Scam"
"2097",0,0,"Ethereum","Exit Scam"
"2098",150620,0,"Binance","Exit Scam"
"2099",0,0,"Binance","Exit Scam"
"2100",0,0,"Binance","Exit Scam"
"2101",0,0,"Binance","Exit Scam"
"2102",0,0,"Binance","Exit Scam"
"2103",0,0,"Binance","Exit Scam"
"2104",0,0,"Ethereum","Exit Scam"
"2105",250000,0,"Polygon","Exploit"
"2106",0,0,"Binance","Exit Scam"
"2107",0,0,"Binance","Exit Scam"
"2108",0,0,"Binance","Exit Scam"
"2109",0,0,"Ethereum","Exit Scam"
"2110",0,0,"Binance","Exit Scam"
"2111",1e+09,0,"Centralized","Exploit"
"2112",0,0,"Binance","Exit Scam"
"2113",0,0,"Binance","Exit Scam"
"2114",0,0,"Binance","Exit Scam"
"2115",18100,0,"Centralized","Exit Scam"
"2116",0,0,"Ethereum","Exit Scam"
"2117",23,0,"Binance","Exploit"
"2118",0,0,"Ethereum","Exit Scam"
"2119",0,0,"Ethereum","Exit Scam"
"2120",0,0,"Binance","Exit Scam"
"2121",0,0,"Binance","Exit Scam"
"2122",0,0,"Binance","Exit Scam"
"2123",39200,0,"Other","Exploit"
"2124",3600000,0,"Fuse","Exploit"
"2125",0,0,"Binance","Exit Scam"
"2126",53000,0,"Binance","Exit Scam"
"2127",0,0,"Binance","Exit Scam"
"2128",51100,0,"Other","Exploit"
"2129",0,0,"Binance","Exit Scam"
"2130",0,0,"Binance","Exit Scam"
"2131",4.73e+08,0,"Centralized","Exploit"
"2132",255682,0,"Binance","Exit Scam"
"2133",0,0,"Binance","Exit Scam"
"2134",0,0,"Ethereum","Exit Scam"
"2135",73244,0,"Ethereum","Exit Scam"
"2136",0,0,"Binance","Exit Scam"
"2137",0,0,"Binance","Exit Scam"
"2138",1142357,0,"Ethereum","Exploit"
"2139",0,0,"Binance","Exit Scam"
"2140",0,0,"Binance","Exit Scam"
"2141",4e+07,0,"Fantom","Exploit"
"2142",0,0,"Ethereum","Exit Scam"
"2143",0,0,"Binance","Exit Scam"
"2144",88736,0,"Binance","Exit Scam"
"2145",3200000,0,"Centralized","Exploit"
"2146",0,0,"Ethereum","Exit Scam"
"2147",165000,0,"Near","Exploit"
"2148",0,0,"Binance","Exit Scam"
"2149",0,0,"Binance","Exit Scam"
"2150",1.47e+08,0,"Centralized","Exploit"
"2151",0,0,"Binance","Exit Scam"
"2152",0,0,"Ethereum","Exit Scam"
"2153",0,0,"Polygon","Exit Scam"
"2154",0,0,"Ethereum","Exit Scam"
"2155",26471,0,"Ethereum","Exit Scam"
"2156",248000,0,"Polygon","Exploit"
"2157",0,0,"Binance","Exit Scam"
"2158",0,0,"Binance","Exit Scam"
"2159",0,0,"Ethereum","Exit Scam"
"2160",0,0,"Binance","Exit Scam"
"2161",0,0,"Ethereum","Exit Scam"
"2162",0,0,"Ethereum","Exit Scam"
"2163",0,0,"Binance","Exit Scam"
"2164",370000,0,"Avax","Exploit"
"2165",0,0,"Ethereum","Exit Scam"
"2166",0,0,"Ethereum","Exit Scam"
"2167",0,0,"Binance","Exit Scam"
"2168",6460,0,"Ethereum","Exit Scam"
"2169",1143446,0,"Binance","Exit Scam"
"2170",0,0,"Ethereum","Exit Scam"
"2171",0,0,"Binance","Exit Scam"
"2172",57200000,0,"Binance","Exploit"
"2173",0,0,"Binance","Exit Scam"
"2174",1350000,0,"Binance","Exploit"
"2175",0,0,"Ethereum","Exit Scam"
"2176",0,0,"Binance","Exit Scam"
"2177",4e+06,3800000,"Binance","Exploit"
"2178",0,0,"Binance","Exit Scam"
"2179",0,0,"Binance","Exit Scam"
"2180",0,0,"Ethereum","Exit Scam"
"2181",721000,0,"Centralized","Exploit"
"2182",0,0,"Binance","Exit Scam"
"2183",0,0,"Binance","Exit Scam"
"2184",215000,0,"Binance","Exit Scam"
"2185",0,0,"Ethereum","Exit Scam"
"2186",0,0,"Binance","Exit Scam"
"2187",0,0,"Binance","Exit Scam"
"2188",0,0,"Binance","Exit Scam"
"2189",0,0,"Binance","Exit Scam"
"2190",8327,0,"Ethereum","Exit Scam"
"2191",0,0,"Ethereum","Exit Scam"
"2192",0,0,"Binance","Exit Scam"
"2193",0,0,"Ethereum","Exit Scam"
"2194",159136,0,"Binance","Exit Scam"
"2195",8228,0,"Ethereum","Exit Scam"
"2196",0,0,"Binance","Exit Scam"
"2197",0,0,"Binance","Exit Scam"
"2198",0,0,"Binance","Exit Scam"
"2199",0,0,"Binance","Exit Scam"
"2200",0,0,"Binance","Exit Scam"
"2201",0,0,"Binance","Exit Scam"
"2202",0,0,"Binance","Exit Scam"
"2203",27000,0,"Centralized","Exploit"
"2204",0,0,"Binance","Exit Scam"
"2205",0,0,"Binance","Exit Scam"
"2206",0,0,"Binance","Exit Scam"
"2207",0,0,"Ethereum","Exit Scam"
"2208",0,0,"Binance","Exit Scam"
"2209",0,0,"Binance","Exit Scam"
"2210",0,0,"Binance","Exit Scam"
"2211",2329,0,"Ethereum","Exit Scam"
"2212",0,0,"Binance","Exit Scam"
"2213",0,0,"Binance","Exit Scam"
"2214",0,0,"Ethereum","Exit Scam"
"2215",0,0,"Binance","Exit Scam"
"2216",0,0,"Binance","Exit Scam"
"2217",0,0,"Binance","Exit Scam"
"2218",0,0,"Binance","Exit Scam"
"2219",0,0,"Ethereum","Exit Scam"
"2220",2584890,0,"Ethereum, Binance, Avax","Exploit"
"2221",0,0,"Binance","Exit Scam"
"2222",0,0,"Binance","Exit Scam"
"2223",2.6e+07,0,"Centralized","Exploit"
"2224",22461,0,"Binance","Exit Scam"
"2225",0,0,"Binance","Exit Scam"
"2226",602189570,602189570,"Ethereum","Exploit"
"2227",0,0,"Polygon","Exit Scam"
"2228",429724,0,"Binance","Exploit"
"2229",2e+05,0,"Ethereum","Exploit"
"2230",188252,0,"Ethereum","Exit Scam"
"2231",0,0,"Binance","Exit Scam"
"2232",0,0,"Ethereum","Exit Scam"
"2233",0,0,"Ethereum","Exploit"
"2234",8300000,0,"Avax","Exit Scam"
"2235",0,0,"Binance","Exit Scam"
"2236",0,0,"Ethereum","Exit Scam"
"2237",0,0,"Binance","Exit Scam"
"2238",59172,0,"Binance","Exit Scam"
"2239",0,0,"Binance","Exit Scam"
"2240",0,0,"Binance","Exit Scam"
"2241",0,0,"Ethereum","Exit Scam"
"2242",0,0,"Ethereum","Exit Scam"
"2243",0,0,"Binance","Exit Scam"
"2244",0,0,"Binance","Exit Scam"
"2245",0,0,"Binance","Exit Scam"
"2246",33902,0,"Binance","Exit Scam"
"2247",2.3e+08,0,"Centralized","Exploit"
"2248",0,0,"Binance","Exit Scam"
"2249",0,0,"Binance","Exit Scam"
"2250",0,0,"Binance","Exit Scam"
"2251",0,0,"Ethereum","Exploit"
"2252",0,0,"Ethereum","Exit Scam"
"2253",0,0,"Ethereum","Exit Scam"
"2254",0,0,"Ethereum","Exit Scam"
"2255",0,0,"Binance","Exit Scam"
"2256",0,0,"Binance","Exit Scam"
"2257",0,0,"Binance","Exit Scam"
"2258",6884420,0,"Ethereum","Exploit"
"2259",194500,0,"Ethereum, Binance, Polygon, Avax","Exploit"
"2260",0,0,"Binance","Exit Scam"
"2261",0,0,"Polygon","Exit Scam"
"2262",0,0,"Binance","Exit Scam"
"2263",45262,0,"Binance","Exploit"
"2264",0,0,"Binance","Exit Scam"
"2265",0,0,"Binance","Exit Scam"
"2266",0,0,"Binance","Exit Scam"
"2267",0,0,"Ethereum","Exit Scam"
"2268",275117,0,"Binance","Exit Scam"
"2269",0,0,"Binance","Exit Scam"
"2270",0,0,"Binance","Exit Scam"
"2271",0,0,"Ethereum","Exit Scam"
"2272",0,0,"Binance","Exit Scam"
"2273",0,0,"Binance","Exit Scam"
"2274",0,0,"Binance","Exit Scam"
"2275",0,0,"Binance","Exit Scam"
"2276",0,0,"Binance","Exit Scam"
"2277",0,0,"Binance","Exit Scam"
"2278",460000,0,"Centralized","Exit Scam"
"2279",13073700,0,"Ethereum","Exploit"
"2280",0,0,"Binance","Exit Scam"
"2281",0,0,"Binance","Exit Scam"
"2282",21672,0,"Binance","Exploit"
"2283",0,0,"Binance","Exit Scam"
"2284",0,0,"Binance","Exit Scam"
"2285",0,0,"Binance","Exit Scam"
"2286",0,0,"Ethereum","Exit Scam"
"2287",0,0,"Binance","Exit Scam"
"2288",3.5e+07,0,"Fantom","Exploit"
"2289",0,0,"Binance","Exit Scam"
"2290",0,0,"Polygon","Exploit"
"2291",0,0,"Binance","Exit Scam"
"2292",27600000,23460000,"Optimism","Exploit"
"2293",3300000,0,"Ethereum","Exploit"
"2294",545000,0,"Centralized","Exploit"
"2295",0,0,"Ethereum","Exit Scam"
"2296",1071931,0,"Binance","Exploit"
"2297",0,0,"Binance","Exit Scam"
"2298",0,0,"Ethereum","Exit Scam"
"2299",0,0,"Ethereum","Exit Scam"
"2300",0,0,"Binance","Exit Scam"
"2301",0,0,"Ethereum","Exit Scam"
"2302",0,0,"Binance","Exit Scam"
"2303",0,0,"Binance","Exit Scam"
"2304",0,0,"Binance","Exit Scam"
"2305",28317206,0,"Ethereum","Exploit"
"2306",0,0,"Binance","Exit Scam"
"2307",0,0,"Binance","Exit Scam"
"2308",217507,0,"Binance","Exit Scam"
"2309",0,0,"Binance","Exit Scam"
"2310",0,0,"Binance","Exit Scam"
"2311",0,0,"Binance","Exit Scam"
"2312",0,0,"Ethereum","Exit Scam"
"2313",0,0,"Binance","Exit Scam"
"2314",0,0,"Binance","Exit Scam"
"2315",0,0,"Ethereum","Exit Scam"
"2316",0,0,"Ethereum","Exit Scam"
"2317",0,0,"Ethereum","Exit Scam"
"2318",447069,0,"Ethereum","Exit Scam"
"2319",0,0,"Binance","Exit Scam"
"2320",15368,0,"Binance","Exit Scam"
"2321",0,0,"Ethereum","Exit Scam"
"2322",9700,0,"Ethereum","Exploit"
"2323",680000,0,"Binance","Exploit"
"2324",0,0,"Binance","Exit Scam"
"2325",0,0,"Binance","Exit Scam"
"2326",0,0,"Ethereum","Exit Scam"
"2327",0,0,"Binance","Exit Scam"
"2328",760000,0,"Binance","Exit Scam"
"2329",167772,0,"Binance","Exit Scam"
"2330",34283,0,"Ethereum","Exit Scam"
"2331",51200000,0,"Centralized","Exploit"
"2332",809000,0,"Centralized","Exploit"
"2333",12702,0,"Ethereum","Exit Scam"
"2334",708623,0,"Ethereum","Exit Scam"
"2335",3e+06,0,"Near","Exploit"
"2336",2137,0,"Ethereum","Exit Scam"
"2337",61000,0,"Ethereum","Exit Scam"
"2338",0,0,"Ethereum","Exit Scam"
"2339",0,0,"Binance","Exit Scam"
"2340",0,0,"Binance","Exit Scam"
"2341",0,0,"Ethereum","Exit Scam"
"2342",207718,0,"Ethereum","Exit Scam"
"2343",0,0,"Binance","Exit Scam"
"2344",3.26e+08,3.26e+08,"Solana","Exploit"
"2345",170704,170704,"Ethereum","Exploit"
"2346",0,0,"Ethereum","Exit Scam"
"2347",0,0,"Binance","Exit Scam"
"2348",0,0,"Binance","Exit Scam"
"2349",62224,0,"Binance","Exit Scam"
"2350",0,0,"Binance","Exit Scam"
"2351",0,0,"Ethereum","Exit Scam"
"2352",0,0,"Ethereum","Exit Scam"
"2353",0,0,"Ethereum","Exit Scam"
"2354",0,0,"Binance","Exit Scam"
"2355",72000,0,"Ethereum, Binance","Exploit"
"2356",0,0,"Polygon","Exit Scam"
"2357",0,0,"Binance","Exit Scam"
"2358",0,0,"Binance","Exit Scam"
"2359",0,0,"Ethereum","Exit Scam"
"2360",550000,0,"Binance","Exploit"
"2361",0,0,"Binance","Exit Scam"
"2362",269000,0,"Centralized","Exploit"
"2363",0,0,"Binance","Exit Scam"
"2364",0,0,"Binance","Exit Scam"
"2365",7e+05,0,"Ethereum","Exploit"
"2366",25773,0,"Ethereum","Exit Scam"
"2367",8020,0,"Centralized","Exploit"
"2368",9e+06,0,"Centralized","Exploit"
"2369",140869,0,"Binance","Exit Scam"
"2370",0,0,"Ethereum","Exit Scam"
"2371",0,0,"Binance","Exit Scam"
"2372",883201,0,"Ethereum","Exit Scam"
"2373",0,0,"Ethereum","Exit Scam"
"2374",0,0,"Binance","Exit Scam"
"2375",0,0,"Binance","Exit Scam"
"2376",75555,0,"Ethereum","Exit Scam"
"2377",0,0,"Ethereum","Exit Scam"
"2378",0,0,"Binance","Exit Scam"
"2379",0,0,"Ethereum","Exit Scam"
"2380",0,0,"Binance","Exit Scam"
"2381",1e+07,0,"Centralized","Exploit"
"2382",0,0,"Binance","Exit Scam"
"2383",0,0,"Ethereum","Exit Scam"
"2384",0,0,"Binance","Exit Scam"
"2385",0,0,"Ethereum","Exit Scam"
"2386",0,0,"Binance","Exit Scam"
"2387",6283,0,"Ethereum","Exit Scam"
"2388",0,0,"Ethereum","Exit Scam"
"2389",0,0,"Binance","Exit Scam"
"2390",0,0,"Binance","Exit Scam"
"2391",0,0,"Ethereum","Exit Scam"
"2392",108000,0,"Centralized","Exploit"
"2393",0,0,"Binance","Exit Scam"
"2394",0,0,"Ethereum","Exit Scam"
"2395",0,0,"Binance","Exit Scam"
"2396",0,0,"Binance","Exit Scam"
"2397",0,0,"Binance","Exit Scam"
"2398",1750000,0,"Centralized","Exploit"
"2399",0,0,"Ethereum","Exit Scam"
"2400",0,0,"Polygon","Exit Scam"
"2401",0,0,"Binance","Exit Scam"
"2402",0,0,"Binance","Exit Scam"
"2403",1209467,0,"Binance","Exploit"
"2404",0,0,"Binance","Exit Scam"
"2405",286585,0,"Binance","Exit Scam"
"2406",0,0,"Binance","Exit Scam"
"2407",0,0,"Ethereum","Exit Scam"
"2408",0,0,"Ethereum","Exit Scam"
"2409",0,0,"Ethereum","Exit Scam"
"2410",0,0,"Binance","Exit Scam"
"2411",0,0,"Binance","Exit Scam"
"2412",494001,0,"Ethereum","Exit Scam"
"2413",3725,0,"Binance","Exit Scam"
"2414",0,0,"Binance","Exit Scam"
"2415",0,0,"Binance","Exit Scam"
"2416",0,0,"Binance","Exit Scam"
"2417",0,0,"Ethereum","Exit Scam"
"2418",0,0,"Binance","Exit Scam"
"2419",2.1e+07,0,"Other","Exit Scam"
"2420",0,0,"Ethereum","Exit Scam"
"2421",0,0,"Binance","Exit Scam"
"2422",0,0,"Binance","Exit Scam"
"2423",0,0,"Binance","Exit Scam"
"2424",0,0,"Binance","Exit Scam"
"2425",0,0,"Binance","Exit Scam"
"2426",0,0,"Ethereum","Exit Scam"
"2427",27699,0,"Binance","Exit Scam"
"2428",0,0,"Binance","Exit Scam"
"2429",0,0,"Binance","Exit Scam"
"2430",0,0,"Ethereum","Exit Scam"
"2431",0,0,"Ethereum","Exit Scam"
"2432",0,0,"Binance","Exit Scam"
"2433",45819,0,"Ethereum","Exploit"
"2434",0,0,"Binance","Exit Scam"
"2435",0,0,"Binance","Exit Scam"
"2436",0,0,"Binance","Exit Scam"
"2437",0,0,"Binance","Exit Scam"
"2438",0,0,"Binance","Exit Scam"
"2439",40000,0,"Binance","Exit Scam"
"2440",0,0,"Binance","Exit Scam"
"2441",0,0,"Ethereum","Exit Scam"
"2442",0,0,"Binance","Exit Scam"
"2443",0,0,"Binance","Exit Scam"
"2444",0,0,"Ethereum","Exit Scam"
"2445",0,0,"Binance","Exit Scam"
"2446",0,0,"Binance","Exit Scam"
"2447",0,0,"Ethereum","Exit Scam"
"2448",0,0,"Binance","Exit Scam"
"2449",0,0,"Binance","Exit Scam"
"2450",0,0,"Binance","Exit Scam"
"2451",302817,0,"Binance","Exploit"
"2452",0,0,"Binance","Exit Scam"
"2453",4272,0,"Ethereum","Exit Scam"
"2454",0,0,"Binance","Exit Scam"
"2455",0,0,"Binance","Exit Scam"
"2456",0,0,"Binance","Exit Scam"
"2457",0,0,"Binance","Exit Scam"
"2458",0,0,"Binance","Exit Scam"
"2459",18500000,0,"Ethereum","Exploit"
"2460",0,0,"Binance","Exit Scam"
"2461",0,0,"Binance","Exit Scam"
"2462",0,0,"Binance","Exit Scam"
"2463",0,0,"Binance","Exit Scam"
"2464",0,0,"Ethereum","Exit Scam"
"2465",0,0,"Polygon","Exit Scam"
"2466",0,0,"Ethereum","Exit Scam"
"2467",0,0,"Binance","Exit Scam"
"2468",659000,0,"Centralized","Exploit"
"2469",18000,0,"Fantom","Exploit"
"2470",63376,0,"Ethereum","Exit Scam"
"2471",0,0,"Binance","Exit Scam"
"2472",0,0,"Binance","Exit Scam"
"2473",0,0,"Binance","Exit Scam"
"2474",0,0,"Ethereum","Exit Scam"
"2475",0,0,"Binance","Exit Scam"
"2476",0,0,"Ethereum","Exit Scam"
"2477",2.1e+07,0,"Ethereum","Exploit"
"2478",0,0,"Binance","Exit Scam"
"2479",0,0,"Binance","Exit Scam"
"2480",0,0,"Binance","Exit Scam"
"2481",0,0,"Binance","Exit Scam"
"2482",0,0,"Binance","Exit Scam"
"2483",1.4e+08,0,"Ethereum, Polygon","Exploit"
"2484",0,0,"Binance","Exit Scam"
"2485",0,0,"Binance","Exit Scam"
"2486",2826509,0,"Ethereum","Exit Scam"
"2487",0,0,"Ethereum","Exit Scam"
"2488",0,0,"Binance","Exit Scam"
"2489",0,0,"Ethereum","Exit Scam"
"2490",0,0,"Binance","Exit Scam"
"2491",526968,0,"Binance","Exit Scam"
"2492",277897,0,"Ethereum","Exit Scam"
"2493",410000,0,"Binance","Exit Scam"
"2494",0,0,"Binance","Exit Scam"
"2495",6828,0,"Ethereum","Exploit"
"2496",205586,0,"Ethereum","Exploit"
"2497",0,0,"Binance","Exit Scam"
"2498",0,0,"Binance","Exit Scam"
"2499",0,0,"Binance","Exit Scam"
"2500",0,0,"Ethereum","Exit Scam"
"2501",0,0,"Ethereum","Exit Scam"
"2502",4e+10,0,"Terra Classic","Exploit"
"2503",3.6e+07,0,"Avax","Exploit"
"2504",0,0,"Binance","Exit Scam"
"2505",0,0,"Binance","Exit Scam"
"2506",0,0,"Binance","Exit Scam"
"2507",0,0,"Binance","Exit Scam"
"2508",0,0,"Binance","Exit Scam"
"2509",0,0,"Ethereum","Exit Scam"
"2510",189876,0,"Binance","Exit Scam"
"2511",0,0,"Binance","Exit Scam"
"2512",76654,0,"Ethereum","Exit Scam"
"2513",0,0,"Ethereum","Exit Scam"
"2514",0,0,"Ethereum","Exit Scam"
"2515",0,0,"Ethereum","Exit Scam"
"2516",0,0,"Binance","Exit Scam"
"2517",0,0,"Binance","Exit Scam"
"2518",0,0,"Binance","Exit Scam"
"2519",0,0,"Ethereum","Exit Scam"
"2520",0,0,"Binance","Exit Scam"
"2521",59040,0,"Ethereum","Exit Scam"
"2522",0,0,"Binance","Exit Scam"
"2523",0,0,"Ethereum","Exit Scam"
"2524",0,0,"Binance","Exit Scam"
"2525",4e+06,0,"Centralized","Exit Scam"
"2526",31056,0,"Ethereum","Exit Scam"
"2527",0,0,"Binance","Exit Scam"
"2528",0,0,"Ethereum","Exit Scam"
"2529",0,0,"Binance","Exit Scam"
"2530",3294,0,"Ethereum","Exit Scam"
"2531",0,0,"Binance","Exit Scam"
"2532",0,0,"Binance","Exit Scam"
"2533",5723268,0,"Binance","Exit Scam"
"2534",0,0,"Binance","Exit Scam"
"2535",0,0,"Binance","Exit Scam"
"2536",0,0,"Binance","Exit Scam"
"2537",0,0,"Ethereum","Exit Scam"
"2538",113000,0,"Centralized","Exploit"
"2539",0,0,"Ethereum","Exit Scam"
"2540",0,0,"Binance","Exit Scam"
"2541",0,0,"Binance","Exit Scam"
"2542",0,0,"Binance","Exit Scam"
"2543",0,0,"Binance","Exit Scam"
"2544",0,0,"Binance","Exit Scam"
"2545",17304,0,"Binance","Exit Scam"
"2546",0,0,"Binance","Exit Scam"
"2547",0,0,"Ethereum","Exit Scam"
"2548",0,0,"Polygon","Exit Scam"
"2549",0,0,"Binance","Exit Scam"
"2550",0,0,"Ethereum","Exit Scam"
"2551",0,0,"Polygon","Exit Scam"
"2552",0,0,"Binance","Exit Scam"
"2553",6426,0,"Ethereum","Exit Scam"
"2554",0,0,"Ethereum","Exit Scam"
"2555",0,0,"Ethereum","Exit Scam"
"2556",0,0,"Binance","Exit Scam"
"2557",0,0,"Binance","Exit Scam"
"2558",30950010,0,"Ethereum","Exploit"
"2559",0,0,"Binance","Exit Scam"
"2560",0,0,"Ethereum","Exit Scam"
"2561",0,0,"Binance","Exit Scam"
"2562",0,0,"Binance","Exit Scam"
"2563",0,0,"Ethereum","Exit Scam"
"2564",103859,0,"Binance","Exploit"
"2565",611963,611963,"Ethereum","Exploit"
"2566",0,0,"Binance","Exit Scam"
"2567",1984749,0,"Binance","Exploit"
"2568",0,0,"Ethereum","Exit Scam"
"2569",0,0,"Binance","Exit Scam"
"2570",0,0,"Binance","Exit Scam"
"2571",0,0,"Binance","Exit Scam"
"2572",0,0,"Binance","Exit Scam"
"2573",0,0,"Binance","Exit Scam"
"2574",0,0,"Binance","Exit Scam"
"2575",4630000,0,"Centralized","Exit Scam"
"2576",24412,0,"EOS","Exploit"
"2577",0,0,"Binance","Exit Scam"
"2578",1.3e+07,0,"Polygon","Exploit"
"2579",16823,0,"Ethereum","Exit Scam"
"2580",0,0,"Binance","Exit Scam"
